task_id,device_id,decision,arrival_time_s,queue_enter_time_s,start_time_s,end_time_s,queue_delay_ms,proc_delay_ms,tx_delay_ms,total_latency_ms,energy_j,deadline_ms,status,drop_reason,sla_violation
task_9_1,dev_9,offload,15.8152,15.8152,,,9.499999999999176,0.0,9.514859829486264,,0.0,1.9,drop,deadline_miss,
task_29_0,dev_29,offload,16.0435,16.0435,,,10.699999999999932,0.0,10.661247733936026,,0.0,1.6,drop,deadline_miss,
task_140_0,dev_140,offload,16.0961,16.0961,,,6.099999999999994,0.0,6.130523569772829,,0.0,3.0,drop,deadline_miss,
task_177_0,dev_177,offload,16.1615,16.1615,,,6.800000000001916,0.0,6.786888751806793,,0.0,1.6,drop,deadline_miss,
task_89_0,dev_89,offload,16.3154,16.3154,,,9.299999999999642,0.0,9.333783238327978,,0.0,1.1,drop,deadline_miss,
task_102_1,dev_102,offload,16.5245,16.5245,,,0.0,0.0,0.0,,0.0,1.1,drop,deadline_miss,
task_74_2,dev_74,offload,16.625700000000002,16.625700000000002,,,8.499999999997954,0.0,8.497683788021908,,0.0,2.0,drop,deadline_miss,
task_51_1,dev_51,offload,16.6786,16.6786,,,6.600000000002382,0.0,6.619361556239368,,0.0,1.3000000000000003,drop,deadline_miss,
task_43_2,dev_43,offload,17.098000000000003,17.098000000000003,,,2.599999999997493,0.0,2.6226788379748927,,0.0,2.0,drop,deadline_miss,
task_188_1,dev_188,offload,17.1672,17.1672,,,6.89999999999813,0.0,6.85773522192108,,0.0,1.5,drop,deadline_miss,
task_12_1,dev_12,offload,17.308400000000002,17.308400000000002,,,6.299999999999528,0.0,6.258835860028042,,0.0,1.9,drop,deadline_miss,
task_191_1,dev_191,offload,17.3233,17.3233,,,7.500000000000284,0.0,7.5494121804651435,,0.0,1.5,drop,deadline_miss,
task_113_0,dev_113,offload,17.4416,17.4416,,,7.200000000000983,0.0,7.164779593773204,,0.0,2.3,drop,deadline_miss,
task_61_1,dev_61,offload,17.4464,17.4464,,,3.800000000001802,0.0,3.7505493086458426,,0.0,2.7,drop,deadline_miss,
task_121_0,dev_121,drop,17.5197,17.5197,,,,0.0,,,0.0,2.1,drop,link_capacity,
task_81_1,dev_81,offload,17.5713,17.5713,,,3.2999999999994145,0.0,3.328427951252119,,0.0,1.9,drop,deadline_miss,
task_182_1,dev_182,offload,17.6037,17.6037,,,0.0,0.0,0.0,,0.0,1.6,drop,deadline_miss,
task_20_0,dev_20,offload,17.6603,17.6603,,,6.700000000002149,0.0,6.6943044350009355,,0.0,1.2000000000000002,drop,deadline_miss,
task_123_0,dev_123,offload,17.6962,17.6962,,,3.7999999999982492,0.0,3.7928223375361405,,0.0,1.9,drop,deadline_miss,
task_130_1,dev_130,offload,17.7534,17.7534,,,7.0000000000014495,0.0,7.012668965486972,,0.0,1.6,drop,deadline_miss,
task_37_2,dev_37,offload,17.921200000000002,17.921200000000002,,,9.199999999999875,0.0,9.223631319725571,,0.0,2.8,drop,deadline_miss,
task_175_1,dev_175,offload,18.0024,18.0024,,,9.899999999998244,0.0,9.89377282612082,,0.0,1.0,drop,deadline_miss,
task_134_0,dev_134,offload,18.086000000000002,18.086000000000002,,,8.699999999997488,0.0,8.690530785817199,,0.0,1.4,drop,deadline_miss,
task_24_1,dev_24,offload,18.2208,18.2208,,,7.999999999999119,0.0,8.02652547697414,,0.0,2.5,drop,deadline_miss,
task_51_2,dev_51,offload,18.2342,18.2342,,,6.599999999998829,0.0,6.575725277968224,,0.0,2.9000000000000004,drop,deadline_miss,
task_140_1,dev_140,offload,18.3197,18.3197,,,7.400000000000517,0.0,7.44828528719237,,0.0,1.9,drop,deadline_miss,
task_139_0,dev_139,offload,18.5122,18.5122,,,12.60000000000261,0.0,12.576418390031527,,0.0,2.0,drop,deadline_miss,
task_23_2,dev_23,offload,18.5603,18.5603,,,3.5999999999987153,0.0,3.588016964885283,,0.0,2.8,drop,deadline_miss,
task_174_1,dev_174,offload,18.567700000000002,18.567700000000002,,,7.899999999999352,0.0,7.874945339104747,,0.0,1.1,drop,deadline_miss,
task_186_1,dev_186,drop,18.7209,18.7209,,,,0.0,,,0.0,2.1,drop,link_capacity,
task_157_2,dev_157,offload,18.732300000000002,18.732300000000002,,,7.099999999997664,0.0,7.131711356091719,,0.0,2.8,drop,deadline_miss,
task_176_1,dev_176,offload,18.765800000000002,18.765800000000002,,,7.600000000000051,0.0,7.626298534030644,,0.0,1.9,drop,deadline_miss,
task_116_2,dev_116,offload,18.8018,18.8018,,,7.899999999999352,0.0,7.851687982789983,,0.0,2.7,drop,deadline_miss,
task_65_0,dev_65,offload,18.8759,18.8759,,,3.999999999997783,0.0,4.047861046890406,,0.0,1.8000000000000003,drop,deadline_miss,
task_41_1,dev_41,offload,19.024900000000002,19.024900000000002,,,3.5999999999987153,0.0,3.6072412231010302,,0.0,1.7000000000000002,drop,deadline_miss,
task_121_1,dev_121,offload,19.1187,19.1187,,,3.5999999999987153,0.0,3.5976455433723777,,0.0,2.5,drop,deadline_miss,
task_193_1,dev_193,offload,19.2283,19.2283,,,7.400000000000517,0.0,7.365687678573959,,0.0,2.9000000000000004,drop,deadline_miss,
task_18_1,dev_18,offload,19.348300000000002,19.348300000000002,,,11.099999999999,0.0,11.084941088493387,,0.0,2.3,drop,deadline_miss,
task_50_1,dev_50,offload,19.3503,19.3503,,,8.500000000001506,0.0,8.526719443593262,,0.0,1.8000000000000003,drop,deadline_miss,
task_90_0,dev_90,offload,19.486900000000002,19.486900000000002,,,7.099999999997664,0.0,7.080469867027221,,0.0,1.5,drop,deadline_miss,
task_68_1,dev_68,offload,19.5882,19.5882,,,6.599999999998829,0.0,6.595876287980038,,0.0,2.9000000000000004,drop,deadline_miss,
task_30_1,dev_30,offload,19.934,19.934,,,6.299999999999528,0.0,6.273803385010596,,0.0,2.7,drop,deadline_miss,
task_191_2,dev_191,offload,19.9629,19.9629,,,8.800000000000807,0.0,8.771199570204777,,0.0,2.6000000000000005,drop,deadline_miss,
task_156_0,dev_156,offload,20.128500000000003,20.128500000000003,,,7.399999999996965,0.0,7.429172586174016,,0.0,1.1,drop,deadline_miss,
task_96_0,dev_96,offload,20.2193,20.2193,,,7.799999999999585,0.0,7.834284661438824,,0.0,1.3000000000000003,drop,deadline_miss,
task_0_0,dev_0,offload,20.4012,20.4012,,,8.000000000002672,0.0,8.02172497178607,,0.0,1.4,drop,deadline_miss,
task_63_3,dev_63,offload,20.7501,20.7501,,,3.400000000002734,0.0,3.4474690225916573,,0.0,1.8000000000000003,drop,deadline_miss,
task_160_1,dev_160,offload,20.8564,20.8564,,,8.300000000001972,0.0,8.328452458050728,,0.0,2.8,drop,deadline_miss,
task_30_2,dev_30,offload,20.8646,20.8646,,,6.700000000002149,0.0,6.6956221799094,,0.0,2.3,drop,deadline_miss,
task_1_0,dev_1,offload,20.884500000000003,20.884500000000003,,,3.999999999997783,0.0,3.982117110684051,,0.0,2.2,drop,deadline_miss,
task_161_1,dev_161,offload,20.9064,20.9064,,,2.9000000000003467,0.0,2.941896184932372,,0.0,1.8000000000000003,drop,deadline_miss,
task_66_0,dev_66,drop,21.0014,21.0014,,,,0.0,,,0.0,2.4000000000000004,drop,link_capacity,
task_35_0,dev_35,offload,21.208000000000002,21.208000000000002,,,10.899999999999466,0.0,10.90432993922294,,0.0,1.2000000000000002,drop,deadline_miss,
task_5_0,dev_5,offload,21.225,21.225,,,4.400000000000404,0.0,4.440495079063784,,0.0,1.6,drop,deadline_miss,
task_70_1,dev_70,offload,21.2683,21.2683,,,6.199999999999761,0.0,6.172978516681101,,0.0,1.6,drop,deadline_miss,
task_93_1,dev_93,offload,21.297600000000003,21.297600000000003,,,7.399999999996965,0.0,7.4424845901926275,,0.0,2.9000000000000004,drop,deadline_miss,
task_145_0,dev_145,offload,21.4873,21.4873,,,3.3999999999991815,0.0,3.426017854104063,,0.0,1.8000000000000003,drop,deadline_miss,
task_173_0,dev_173,offload,21.5457,21.5457,,,8.100000000002439,0.0,8.056888820412873,,0.0,2.5,drop,deadline_miss,
task_56_0,dev_56,offload,21.6375,21.6375,,,8.200000000002206,0.0,8.235809541436891,,0.0,1.4,drop,deadline_miss,
task_197_1,dev_197,offload,21.689700000000002,21.689700000000002,,,6.199999999999761,0.0,6.238563143556995,,0.0,2.1,drop,deadline_miss,
task_62_0,dev_62,offload,21.692400000000003,21.692400000000003,,,0.0,0.0,0.0,,0.0,2.3,drop,deadline_miss,
task_3_1,dev_3,offload,21.75,21.75,,,3.0000000000001137,0.0,2.979197022513707,,0.0,2.6000000000000005,drop,deadline_miss,
task_172_2,dev_172,offload,21.7882,21.7882,,,7.400000000000517,0.0,7.398003885416196,,0.0,1.3000000000000003,drop,deadline_miss,
