index,reward
647,-14.967447145898037
648,-13.361792361983172
649,-12.943104328878974
650,-11.696242244462155
651,-11.76207328466872
652,-12.220429656613929
653,-10.917846250026463
654,-9.824575058327307
655,-10.372342543202405
656,-15.092123966613629
657,-11.903447728590532
658,-12.990217724657079
659,-14.190649871360675
660,-11.38497123939137
661,-10.423303146105084
662,-12.660586877474993
663,-14.255680093736075
664,-14.297063292534734
665,-10.16696077055178
666,-11.03366152145278
667,-11.438788772254933
668,-12.582211498106897
669,-11.656967600858621
670,-12.531823140115062
671,-11.97921712637248
672,-12.618747189896455
673,-12.365483927951008
674,-14.437380702587948
675,-10.07305868340498
676,-10.202140172630681
677,-14.831229829231832
678,-12.91047026179096
679,-10.098259574332376
680,-13.300575069145482
681,-11.189053572216105
682,-10.189073125197737
683,-14.280544927307549
684,-13.93735589228
685,-13.805548111735119
686,-11.771969225322335
687,-12.099175027138275
688,-13.68051570717782
689,-11.744939133401907
690,-12.68451629889411
691,-11.857478401127675
692,-13.015797058267689
693,-11.344347809503182
694,-14.663947204678022
695,-10.324128559719458
696,-13.850965825925414
697,-16.33987838285051
698,-12.737708757933913
699,-13.373895790026017
700,-11.35584577171004
701,-12.931657235034363
702,-12.322516705462899
703,-14.482002279131864
704,-11.873966625227297
705,-12.687776842709725
706,-11.563578374450133
707,-15.077617564377519
708,-11.78341557401566
709,-13.611329660297217
710,-10.978305513743045
711,-11.116434817233024
712,-13.206228452733505
713,-11.876844666373607
714,-10.264269635175896
715,-14.498439751820168
716,-12.44738477346745
717,-10.43434687122943
718,-12.231773541177342
719,-13.144639766644923
720,-11.564640426663372
721,-11.116237267327717
722,-13.366344557761
723,-13.815595110281139
724,-15.325915068136853
725,-13.44448302745947
726,-15.561671553355538
727,-14.784800412892517
728,-12.258282665220154
729,-13.309680803075874
730,-13.468136715803134
731,-9.489322866464764
732,-13.802161163897182
733,-12.893522812338722
734,-12.802097779270431
735,-13.84292552918528
736,-12.552395671348643
737,-11.623524530111757
738,-11.478662570067149
739,-13.498897285190864
740,-12.07948995443874
741,-11.684649752389797
742,-13.342499502594032
743,-11.711737452381584
744,-11.000547165126031
745,-11.94156183814585
746,-13.890967354266492
747,-12.504092036049846
748,-10.075951667431982
749,-12.406765404795543
750,-11.20666722356632
751,-12.269513599517705
752,-12.701163534189504
753,-14.671791469868916
754,-12.878874052494146
755,-13.149072379751985
756,-8.708579254590154
757,-12.847792733895792
758,-12.164902890321297
759,-12.901437570415485
760,-13.891815411451097
761,-9.480645801348084
762,-14.352427131629238
763,-14.719499441007065
764,-8.856863398525038
765,-10.7993730018415
766,-12.714980404448282
767,-10.566026047070752
768,-12.713576328436323
769,-12.661142808938825
770,-10.36737927585784
771,-13.258575122383402
772,-12.852424639585111
773,-13.63528770892778
774,-13.07797575749451
775,-8.891390003302114
776,-10.630158231054072
777,-14.017895192006502
778,-12.784779240570849
779,-15.184775986846605
780,-11.012433712839217
781,-12.374638530349452
782,-13.233744001519481
783,-11.631151437623304
784,-10.968173252056188
785,-11.821850479824443
786,-13.588829148462619
787,-11.256564192676658
788,-11.81402350887628
789,-10.484311728483958
790,-12.556405950039148
791,-10.771004940172329
792,-11.20131202059722
793,-12.723324551816837
794,-9.969341522222761
795,-11.366422668355419
796,-11.448155385760018
797,-12.048714829282222
798,-15.038922698096284
799,-11.824159409463036
800,-13.309114703829069
801,-14.985652358529094
802,-12.8875759494928
803,-14.761887927342611
804,-13.587317685001306
805,-9.383094151803371
806,-12.444098879735494
807,-13.141350689448524
808,-10.616720097286459
809,-14.35097298182752
810,-13.478248899741347
811,-12.815134798092268
812,-15.326360657888447
813,-13.566751197660448
814,-12.079906973571921
815,-12.812168556732276
816,-11.024669693657955
817,-10.596589871305317
818,-11.796733551561866
819,-12.472817717355525
820,-12.18557837546316
821,-11.092926418267924
822,-12.693274796982168
823,-9.290637408446447
824,-12.09230079067423
825,-13.565387086959724
826,-14.95487194021569
827,-14.27978842451063
828,-12.262683094309528
829,-11.232590791375737
830,-12.225561140685963
831,-13.587646307479584
832,-9.697215449598366
833,-10.98563794321772
834,-12.385956634700685
835,-11.577559332786413
836,-12.32134064562467
837,-9.519084036354466
838,-11.398205423867896
839,-9.967069190461894
840,-11.678314530219133
841,-15.226787497472367
842,-10.67299928656974
843,-11.843278752386718
844,-15.08482371397678
845,-9.75900564281149
846,-12.821447939604537
847,-11.182711393093
848,-12.998404707877906
849,-11.28503472629854
850,-13.2965153681328
851,-12.249066941683108
852,-10.816666730044851
853,-11.383672239096203
854,-14.752313495819427
855,-13.125402412604537
856,-10.183007640515369
857,-12.518104999738451
858,-13.135639933873199
859,-11.195546418974232
860,-11.707226232601785
861,-14.620700632291294
862,-11.231480517653917
863,-12.922105175731557
864,-12.57802246895355
865,-11.762953900598147
866,-14.725580301310103
867,-13.73814573109627
868,-12.518628318308243
869,-11.415036404981993
870,-12.089021722083704
871,-10.615991814699404
872,-12.582138727169635
873,-14.43389467869912
874,-14.197593925674328
875,-12.020832024849046
876,-11.47947880802199
877,-10.865811965413606
878,-15.395830388213724
879,-13.468564297652177
880,-14.56923096384282
881,-13.49521044444882
882,-11.889151040554584
883,-12.743235696866387
884,-12.525772940017191
885,-11.85207437271639
886,-10.713872675423113
887,-12.495383263128511
888,-12.804128490320057
889,-14.172752407961001
890,-14.127204709994345
891,-11.546206759539206
892,-11.952778837751628
893,-11.347870193966886
894,-12.04337738632933
895,-10.769368862675597
896,-15.218974205862173
897,-10.804173752791984
898,-12.257232421287437
899,-11.194469226742875
900,-14.77461809728717
901,-13.872625964580918
902,-11.196752649437952
903,-11.488651616691259
904,-11.764004024041366
905,-14.260269970393713
906,-15.551562834936364
907,-13.016667212698843
908,-15.90979397250455
909,-12.589519645522358
910,-13.408750206489213
911,-12.439803052729548
912,-13.909767652190656
913,-13.165590903759382
914,-10.257437468566772
915,-12.028028091278516
916,-13.935435793012998
917,-12.588185524067452
918,-9.800548597906337
919,-12.774230077712101
920,-13.439254814523537
921,-15.936570310356345
922,-14.935616303968267
923,-13.220404180451544
924,-13.377899340396839
925,-14.181765013099294
926,-12.458428721636734
927,-13.957757823101952
928,-13.101860041148049
929,-11.080573724593272
930,-11.27488051038542
931,-14.19466757841216
932,-9.156667080377764
933,-12.655583583375078
934,-14.132404790214702
935,-12.44242282180139
936,-12.843998025697031
937,-10.999651065307226
938,-10.701448320858498
939,-13.485085254861684
940,-15.637937720469873
941,-11.635163824701719
942,-12.632735123068219
943,-15.593504400859551
944,-12.586190627970913
945,-11.98691952002975
946,-9.23953833957283
947,-15.464716298445271
948,-13.639725342392978
949,-11.820998983121582
950,-13.705931154194635
951,-12.878191729782921
952,-11.80775628193636
953,-14.313787366783385
954,-12.869210930209036
955,-13.819625758188298
956,-14.519594264779837
957,-13.621707804821218
958,-13.823657784109637
959,-11.451610399410349
960,-12.219962021760832
961,-11.312972195946795
962,-13.766769130450209
963,-14.941889113282452
964,-13.21216958126608
965,-15.030447957741334
966,-12.895917853689632
967,-14.236338485174473
968,-12.140881126401064
969,-12.154862356172835
970,-14.045856984694538
971,-11.318913495567049
972,-12.131018378559732
973,-13.702361371091026
974,-10.623654278642663
975,-12.607101830537015
976,-9.144320014303517
977,-13.44161546506701
978,-12.700506237740894
979,-12.37639964028406
980,-12.896319051719669
981,-13.332889574624113
982,-13.682823016718507
983,-10.747374599706358
984,-11.483470334681202
985,-11.54326582519366
986,-13.377685641231388
987,-13.011682483029775
988,-10.931508309981727
989,-14.268268616669081
990,-12.115327529216714
991,-11.506115259600813
992,-14.286617432981481
993,-11.906148480548415
994,-13.860656948084033
995,-9.325242776351987
996,-10.807103351308173
997,-10.832933621598876
998,-10.53890665425088
999,-12.033957803892232
1000,-10.694147170383731
1001,-11.098751344508663
1002,-14.754577655402503
1003,-11.644073983329548
1004,-13.239567147125776
1005,-12.90558497794327
1006,-13.594212805931248
1007,-12.018597668401883
1008,-10.62184395374096
1009,-13.108258992844968
1010,-11.773822587200245
1011,-13.360907987919486
1012,-12.556401118586251
1013,-10.86824232337421
1014,-9.856142529510121
1015,-12.568601968481175
1016,-12.96738590267723
1017,-12.327486960899599
1018,-13.700968550615656
1019,-9.83163475377773
1020,-13.557021797273956
1021,-10.079072694215409
1022,-13.52480710969121
1023,-12.440930666843593
1024,-14.922812493447033
1025,-11.236676826427708
1026,-12.470173691300495
1027,-14.271857525490661
1028,-11.3739162086753
1029,-10.980789579336767
1030,-12.610010381951607
1031,-14.47379249747897
1032,-13.045009772503745
1033,-14.529414529898803
1034,-10.320132723818078
1035,-12.80082032216392
1036,-10.976111381368623
1037,-12.586300461208245
1038,-11.669481222583638
1039,-10.97642091565838
1040,-11.477304453867276
1041,-12.097147566393955
1042,-11.134305476608024
1043,-11.63161649473663
1044,-13.247508340141264
1045,-14.03930425524253
1046,-11.015749284235943
1047,-12.790550802441832
1048,-11.273657522504932
1049,-14.37189933568585
1050,-12.302004412243456
1051,-9.306205233130003
1052,-16.280091055417454
1053,-11.427005748680052
1054,-11.673881792884014
1055,-11.213062540527744
1056,-12.628443664289737
1057,-13.309777109125237
1058,-13.289322585969503
1059,-15.547364835057214
1060,-11.431291495204963
1061,-13.701841366515735
1062,-12.178299181222664
1063,-13.065972442171772
1064,-10.264809959269467
1065,-11.621711007434765
1066,-13.230229998486704
1067,-11.703339538293978
1068,-11.679710045322514
1069,-13.25962369618616
1070,-11.466287684003353
1071,-12.331932298086684
1072,-14.695315398185759
1073,-14.914386172095469
1074,-13.191628189502353
1075,-11.292454004958318
1076,-12.49859724394165
1077,-11.403598028987581
1078,-11.658263366563629
1079,-14.166575854367997
1080,-12.347960721407068
1081,-11.47058224993608
1082,-12.279651474100628
1083,-12.303732217334906
1084,-13.486862818241859
1085,-12.874188779101607
1086,-13.641975427076517
1087,-13.161953992532084
1088,-13.414155437665752
1089,-14.341689438165455
1090,-11.465395763214925
1091,-10.085551054547818
1092,-14.808504397079608
1093,-14.401002163181973
1094,-10.930671507545762
1095,-14.735838327405789
1096,-13.213617519567538
1097,-10.761019119372193
1098,-10.878491141615601
1099,-13.382825377313265
1100,-13.248157224302776
1101,-14.54136312405811
1102,-13.88802363159171
1103,-11.70144734825557
1104,-12.979028656161079
1105,-14.732874307449439
1106,-13.373545558436984
1107,-11.599004467187655
1108,-12.035644371353701
1109,-11.204526306647471
1110,-15.020269408727469
1111,-12.888468347624144
1112,-13.844989025230712
1113,-11.457678658024946
1114,-12.882573178729876
1115,-10.47764374752082
1116,-14.375376213702225
1117,-14.423510545616722
1118,-11.435760728451879
1119,-10.716909705841191
1120,-15.640708554069363
1121,-11.634176684345137
1122,-10.574519689689405
1123,-11.94067195453504
1124,-14.031520614286825
1125,-14.478990430685206
1126,-11.72929779632773
1127,-13.28385922864161
1128,-10.49387262975893
1129,-12.69881000808671
1130,-12.826942223713438
1131,-11.512036177027873
1132,-11.676170953258701
1133,-13.815983498016974
1134,-10.220899146101326
1135,-9.940365321221988
1136,-13.638735640136709
1137,-12.059936742848306
1138,-13.887672679520367
1139,-11.579140607400928
1140,-11.53493358926681
1141,-11.436021868964831
1142,-12.921325539416937
1143,-11.465077456863767
1144,-11.684722013426082
1145,-9.583894933484641
1146,-11.917861795143775
1147,-12.241303275729463
1148,-14.044655761816413
1149,-13.12649206431291
1150,-12.84309811042303
1151,-10.979270204155876
1152,-12.320009104542937
1153,-14.837556679059748
1154,-12.917618812173412
1155,-12.73458599568071
1156,-11.155481750957144
1157,-12.976589447604631
1158,-13.635904692880779
1159,-14.673974568257869
1160,-11.715934389034869
1161,-13.356014158961553
1162,-12.134361976989874
1163,-11.900368904663267
1164,-11.04799532475744
1165,-12.120114625529546
1166,-12.716816849574583
1167,-12.716026351435277
1168,-14.004369476617939
1169,-13.72486310366431
1170,-10.402793160406185
1171,-12.0079855375638
1172,-12.622413898552471
1173,-11.49874467539621
1174,-12.526672676285356
1175,-13.036312489443585
1176,-10.929556287144383
1177,-15.978046818536054
1178,-13.196479330434391
1179,-12.405645764817637
1180,-11.297312850853
1181,-12.701545808623857
1182,-12.627202705554081
1183,-10.99331562860194
1184,-11.780443622276431
1185,-10.806102739722688
1186,-13.197889468377282
1187,-12.829239949068102
1188,-11.150991256161698
1189,-13.02821975174874
1190,-11.251933306877868
1191,-11.396946701389039
1192,-10.828583722669059
1193,-11.78689591921318
1194,-11.094539994373946
1195,-13.805101376426816
1196,-9.831104198353986
1197,-13.578837959800808
1198,-14.739505746084705
1199,-11.780299820356651
1200,-14.513265046780786
1201,-13.300480199872382
1202,-12.687909611744974
1203,-12.957455322299525
1204,-11.679778489306205
1205,-14.071751464097433
1206,-13.823317703795027
1207,-11.710761000915573
1208,-10.013066679798493
1209,-12.458727858569901
1210,-11.68112269539316
1211,-12.234950352304116
1212,-11.059859021688299
1213,-13.451234168694288
1214,-11.245423394399594
1215,-14.262804550209324
1216,-11.63630473390574
1217,-9.424093853656753
1218,-12.569577442696724
1219,-11.745367751347926
1220,-12.851581695718876
1221,-13.205623407175764
1222,-12.535426069594216
1223,-13.269016463647464
1224,-12.074416842931576
1225,-15.387597645533209
1226,-11.386669679098183
1227,-13.093492631467663
1228,-13.141907291203822
1229,-13.409368845583325
1230,-14.876299002367729
1231,-11.674375425034313
1232,-12.85235116047903
1233,-13.11979452880027
1234,-10.806867400413905
1235,-14.436149619291502
1236,-14.269519962714256
1237,-12.707467057760798
1238,-13.987772281419158
1239,-10.244541131657815
1240,-12.88462874432958
1241,-13.279720967665229
1242,-12.265362446541983
1243,-14.633236015588052
1244,-11.413183490175768
1245,-14.470659836873159
1246,-12.030888322884897
1247,-13.55145897695526
